
2024-04-19 13:13:12,057: Key.enter
2024-04-19 13:13:18,155: Key.enter
2024-04-19 13:14:08,617: Key.ctrl_l
2024-04-19 13:14:08,925: '\x03'
2024-04-19 13:14:08,926: '\x03'
2024-04-19 13:14:11,353: 'f'
2024-04-19 13:14:11,526: Key.ctrl_l
2024-04-19 13:14:11,527: Key.ctrl_l
2024-04-19 13:14:11,931: Key.ctrl_l
2024-04-19 13:14:11,932: Key.ctrl_l
2024-04-19 13:14:12,062: '\x06'
2024-04-19 13:14:12,062: '\x06'
2024-04-19 13:14:12,808: Key.ctrl_l
2024-04-19 13:14:12,809: Key.ctrl_l
2024-04-19 13:14:13,489: '\x16'
2024-04-19 13:14:13,489: '\x16'
2024-04-19 13:14:14,366: Key.enter
2024-04-19 13:14:15,123: Key.enter
2024-04-19 13:14:16,743: Key.backspace
2024-04-19 13:14:17,032: Key.enter
2024-04-19 13:14:18,227: Key.enter
2024-04-19 13:14:18,381: Key.enter
2024-04-19 13:14:18,554: Key.enter
2024-04-19 13:14:18,913: Key.backspace
2024-04-19 13:14:19,425: Key.backspace
2024-04-19 13:14:19,448: Key.backspace
2024-04-19 13:14:19,477: Key.backspace
2024-04-19 13:14:19,509: Key.backspace
2024-04-19 13:14:19,509: Key.backspace
2024-04-19 13:14:19,541: Key.backspace
2024-04-19 13:14:19,541: Key.backspace
2024-04-19 13:14:19,574: Key.backspace
2024-04-19 13:14:19,574: Key.backspace
2024-04-19 13:14:19,600: Key.backspace
2024-04-19 13:14:19,600: Key.backspace
2024-04-19 13:14:19,632: Key.backspace
2024-04-19 13:14:19,633: Key.backspace
2024-04-19 13:14:19,661: Key.backspace
2024-04-19 13:14:19,692: Key.backspace
2024-04-19 13:14:19,692: Key.backspace
2024-04-19 13:14:19,725: Key.backspace
2024-04-19 13:14:19,726: Key.backspace
2024-04-19 13:14:19,754: Key.backspace
2024-04-19 13:14:19,782: Key.backspace
2024-04-19 13:14:19,813: Key.backspace
2024-04-19 13:14:19,841: Key.backspace
2024-04-19 13:14:19,871: Key.backspace
2024-04-19 13:14:19,901: Key.backspace
2024-04-19 13:14:19,931: Key.backspace
2024-04-19 13:14:19,962: Key.backspace
2024-04-19 13:14:19,993: Key.backspace
2024-04-19 13:14:20,021: Key.backspace
2024-04-19 13:14:20,052: Key.backspace
2024-04-19 13:14:20,052: Key.backspace
2024-04-19 13:14:20,082: Key.backspace
2024-04-19 13:14:20,112: Key.backspace
2024-04-19 13:14:20,112: Key.backspace
2024-04-19 13:14:20,145: Key.backspace
2024-04-19 13:14:20,146: Key.backspace
2024-04-19 13:14:20,344: Key.ctrl_l
2024-04-19 13:14:38,716: Key.down
2024-04-19 13:14:38,717: Key.down
2024-04-19 13:14:39,565: Key.backspace
2024-04-19 13:14:39,951: Key.right
2024-04-19 13:14:40,451: Key.right
2024-04-19 13:14:40,482: Key.right
2024-04-19 13:14:40,511: Key.right
2024-04-19 13:14:40,540: Key.right
2024-04-19 13:14:40,543: Key.right
2024-04-19 13:14:40,735: Key.right
2024-04-19 13:14:40,736: Key.right
2024-04-19 13:14:41,448: Key.left
2024-04-19 13:14:41,637: Key.left
2024-04-19 13:14:41,813: Key.left
2024-04-19 13:14:41,813: Key.left
2024-04-19 13:14:42,315: Key.enter
2024-04-19 13:14:42,758: Key.right
2024-04-19 13:14:43,628: Key.down
2024-04-19 13:14:43,629: Key.down
2024-04-19 13:14:44,033: Key.up
2024-04-19 13:14:44,033: Key.up
2024-04-19 13:14:44,633: Key.enter
2024-04-19 13:15:20,920: 'p'
2024-04-19 13:15:20,922: 'p'
2024-04-19 13:15:21,067: 'o'
2024-04-19 13:15:21,069: 'o'
2024-04-19 13:15:21,312: 'r'
2024-04-19 13:15:21,313: 'r'
2024-04-19 13:15:21,498: 't'
2024-04-19 13:15:21,498: 't'
2024-04-19 13:15:24,121: Key.space
2024-04-19 13:15:24,121: Key.space
2024-04-19 13:15:24,888: 's'
2024-04-19 13:15:24,889: 's'
2024-04-19 13:15:25,019: 'c'
2024-04-19 13:15:25,023: 'c'
2024-04-19 13:15:25,292: 'a'
2024-04-19 13:15:25,292: 'a'
2024-04-19 13:15:25,594: 'n'
2024-04-19 13:15:25,778: 'n'
2024-04-19 13:15:25,778: 'n'
2024-04-19 13:28:51,483: Key.enter
2024-04-19 13:28:52,044: Key.enter
2024-04-19 13:28:53,454: Key.ctrl_l
2024-04-19 13:28:53,577: '\x18'
2024-04-19 13:28:54,201: Key.enter
2024-04-19 13:28:55,031: Key.ctrl_l
2024-04-19 13:28:55,362: '\x03'
2024-04-19 13:28:55,733: '\x04'
2024-04-19 13:28:56,410: '\x01'
2024-04-19 13:30:02,702: Key.enter
2024-04-19 13:30:02,871: Key.enter
2024-04-19 13:30:02,871: Key.enter
2024-04-19 13:30:04,760: Key.down
2024-04-19 13:30:05,097: Key.enter
2024-04-19 13:30:06,515: Key.down
2024-04-19 13:30:06,515: Key.down
2024-04-19 13:30:07,015: Key.down
2024-04-19 13:30:07,046: Key.down
2024-04-19 13:30:07,047: Key.down
2024-04-19 13:30:07,077: Key.down
2024-04-19 13:30:07,078: Key.down
2024-04-19 13:30:07,105: Key.down
2024-04-19 13:30:07,135: Key.down
2024-04-19 13:30:07,136: Key.down
2024-04-19 13:30:07,165: Key.down
2024-04-19 13:30:07,165: Key.down
2024-04-19 13:30:07,198: Key.down
2024-04-19 13:30:07,198: Key.down
2024-04-19 13:30:07,974: Key.down
2024-04-19 13:30:08,472: Key.down
2024-04-19 13:30:08,472: Key.down
2024-04-19 13:30:08,501: Key.down
2024-04-19 13:30:08,502: Key.down
2024-04-19 13:30:08,533: Key.down
2024-04-19 13:30:08,563: Key.down
2024-04-19 13:30:08,594: Key.down
2024-04-19 13:30:08,594: Key.down
2024-04-19 13:30:08,623: Key.down
2024-04-19 13:30:08,654: Key.down
2024-04-19 13:30:08,684: Key.down
2024-04-19 13:30:08,714: Key.down
2024-04-19 13:30:08,744: Key.down
2024-04-19 13:30:08,775: Key.down
2024-04-19 13:30:08,805: Key.down
2024-04-19 13:30:08,834: Key.down
2024-04-19 13:30:08,865: Key.down
2024-04-19 13:30:08,895: Key.down
2024-04-19 13:30:08,896: Key.down
2024-04-19 13:30:08,926: Key.down
2024-04-19 13:30:08,956: Key.down
2024-04-19 13:30:08,985: Key.down
2024-04-19 13:30:09,015: Key.down
2024-04-19 13:30:09,046: Key.down
2024-04-19 13:30:09,046: Key.down
2024-04-19 13:30:09,075: Key.down
2024-04-19 13:30:09,105: Key.down
2024-04-19 13:30:09,149: Key.down
2024-04-19 13:30:09,149: Key.down
2024-04-19 13:30:09,167: Key.down
2024-04-19 13:30:09,197: Key.down
2024-04-19 13:30:09,227: Key.down
2024-04-19 13:30:09,227: Key.down
2024-04-19 13:30:09,258: Key.down
2024-04-19 13:30:09,258: Key.down
2024-04-19 13:30:09,288: Key.down
2024-04-19 13:30:09,318: Key.down
2024-04-19 13:30:09,347: Key.down
